t,user,current_round
195229.919383358,Otha,0
195239.94520482,Otha,1
195249.950824164,Otha,2
195259.955546193,Otha,3
195269.960251619,Otha,4
195279.964412748,Otha,5
195289.967339235,Otha,6
195299.970070667,Otha,7
195309.974709938,Otha,8
195319.976335038,Otha,9
195329.982257607,Otha,10
195339.987916828,Otha,11
195349.990116794,Otha,12
195359.992879441,Otha,13
195369.995527217,Otha,14
195379.999803564,Otha,15
195390.007727151,Otha,16
195400.011838665,Otha,17
195410.019329726,Otha,18
195420.019385614,Otha,19
195430.041805513,Otha,20
195440.051919868,Otha,21
195450.059637376,Otha,22
