t,user,current_round
195229.969572288,Cristina,0
195240.010245353,Cristina,1
195250.035502997,Cristina,2
195260.045112813,Cristina,3
195270.055846869,Cristina,4
195280.058088045,Cristina,5
195290.071651256,Cristina,6
195300.0869449,Cristina,7
195310.093980409,Cristina,8
195320.094654013,Cristina,9
195330.102053167,Cristina,10
195340.107238918,Cristina,11
195350.113346013,Cristina,12
195360.117657536,Cristina,13
195370.121742912,Cristina,14
195380.127750252,Cristina,15
195390.129532988,Cristina,16
195400.136581442,Cristina,17
195410.137439139,Cristina,18
195420.149484202,Cristina,19
195430.163064529,Cristina,20
195440.173091491,Cristina,21
195450.17716979,Cristina,22
