t,user,current_round
195229.950507845,Twila,0
195239.991081951,Twila,1
195250.006977836,Twila,2
195260.009303556,Twila,3
195270.016062693,Twila,4
195280.020537934,Twila,5
195290.025199399,Twila,6
195300.026173097,Twila,7
195310.039154462,Twila,8
195320.04473415,Twila,9
195330.044980953,Twila,10
195340.048293597,Twila,11
195350.05094984,Twila,12
195360.057616704,Twila,13
195370.070537038,Twila,14
195380.075895365,Twila,15
195390.083621798,Twila,16
195400.090285984,Twila,17
195410.094570577,Twila,18
195420.103409201,Twila,19
195430.118912367,Twila,20
195440.121389925,Twila,21
195450.122910834,Twila,22
