t,user,current_round
195229.908530055,Lavette,0
195239.916947241,Lavette,1
195249.918170941,Lavette,2
195259.920519493,Lavette,3
195269.925152931,Lavette,4
195279.92898839,Lavette,5
195289.929473993,Lavette,6
195299.930842446,Lavette,7
195309.931281963,Lavette,8
195319.931880137,Lavette,9
195329.933414228,Lavette,10
195339.945826635,Lavette,11
195349.954394205,Lavette,12
195359.959801377,Lavette,13
195369.962610123,Lavette,14
195379.963081126,Lavette,15
195389.965855357,Lavette,16
195399.968698966,Lavette,17
195409.970886467,Lavette,18
195419.973990836,Lavette,19
195429.980237275,Lavette,20
195439.985272736,Lavette,21
195449.989678707,Lavette,22
