t,user,current_round
195229.98820308,Julianna,0
195240.031547583,Julianna,1
195250.052511745,Julianna,2
195260.072843499,Julianna,3
195270.080268585,Julianna,4
195280.08330059,Julianna,5
195290.093881959,Julianna,6
195300.108600433,Julianna,7
195310.122026404,Julianna,8
195320.124161931,Julianna,9
195330.127910562,Julianna,10
195340.132058025,Julianna,11
195350.138191647,Julianna,12
195360.146408103,Julianna,13
195370.149991572,Julianna,14
195380.152943546,Julianna,15
195390.155638714,Julianna,16
195400.166332395,Julianna,17
195410.167851556,Julianna,18
195420.174153759,Julianna,19
195430.196432866,Julianna,20
195440.198229232,Julianna,21
195450.206215037,Julianna,22
