t,user,current_round
188494.347006036,Sherie,0
188504.453669789,Sherie,1
188514.46403715,Sherie,2
188524.473811898,Sherie,3
188534.491946101,Sherie,4
188544.515193151,Sherie,5
188554.522806043,Sherie,6
188564.526514488,Sherie,7
188574.534716829,Sherie,8
188584.536331927,Sherie,9
188594.552894451,Sherie,10
188604.601193654,Sherie,11
188614.617150773,Sherie,12
188624.622210949,Sherie,13
188634.643104137,Sherie,14
188644.651582646,Sherie,15
188654.672820031,Sherie,16
188664.696597776,Sherie,17
188674.722282072,Sherie,18
188684.723630169,Sherie,19
188694.729846367,Sherie,20
188704.734853253,Sherie,21
188714.740613647,Sherie,22
188724.747628069,Sherie,23
188734.75980643,Sherie,24
188744.766399187,Sherie,25
188754.772035543,Sherie,26
188764.775651923,Sherie,27
188774.77928738,Sherie,28
188784.780739284,Sherie,29
188794.786094026,Sherie,30
188804.799918622,Sherie,31
188814.803228583,Sherie,32
188824.804419919,Sherie,33
188834.81141665,Sherie,34
188844.812211258,Sherie,35
188854.820744161,Sherie,36
188864.826374183,Sherie,37
188874.833842326,Sherie,38
188884.843067299,Sherie,39
188894.8515411,Sherie,40
188904.857235456,Sherie,41
188914.864375779,Sherie,42
188924.876960488,Sherie,43
188934.889324569,Sherie,44
188944.890003627,Sherie,45
188954.893309936,Sherie,46
188964.893755801,Sherie,47
188974.89751672,Sherie,48
188984.900150536,Sherie,49
188994.904016306,Sherie,50
189004.911792273,Sherie,51
189014.92298611,Sherie,52
189024.925844969,Sherie,53
189034.928781043,Sherie,54
189044.929510315,Sherie,55
189054.934617414,Sherie,56
189064.936763825,Sherie,57
189074.937813429,Sherie,58
189084.940390488,Sherie,59
