t,user,current_round
188494.412637912,Reita,0
188504.508021199,Reita,1
188514.562188585,Reita,2
188524.56646074,Reita,3
188534.5863493,Reita,4
188544.58993955,Reita,5
188554.632030453,Reita,6
188564.654931519,Reita,7
188574.662712007,Reita,8
188584.67337835,Reita,9
188594.681759301,Reita,10
188604.685938736,Reita,11
188614.715314002,Reita,12
188624.748485188,Reita,13
188634.754151594,Reita,14
188644.76228839,Reita,15
188654.773814022,Reita,16
188664.789198349,Reita,17
188674.798904636,Reita,18
188684.805497141,Reita,19
188694.841152331,Reita,20
188704.867665326,Reita,21
188714.895867117,Reita,22
188724.904861094,Reita,23
188734.904901026,Reita,24
188744.912140724,Reita,25
188754.914186389,Reita,26
188764.917382696,Reita,27
188774.919061031,Reita,28
188784.935343252,Reita,29
188794.9365355,Reita,30
188804.93795082,Reita,31
188814.938098689,Reita,32
188824.960795021,Reita,33
188834.967255704,Reita,34
188844.969905264,Reita,35
188854.979546138,Reita,36
188864.996199275,Reita,37
188874.999223047,Reita,38
188885.006737517,Reita,39
188895.014740385,Reita,40
188905.021928744,Reita,41
188915.024391539,Reita,42
188925.034607794,Reita,43
188935.035275321,Reita,44
188945.041722999,Reita,45
188955.053297645,Reita,46
188965.063260929,Reita,47
188975.071568731,Reita,48
188985.083288941,Reita,49
188995.090517178,Reita,50
189005.095949536,Reita,51
189015.098342605,Reita,52
189025.101561917,Reita,53
189035.105335171,Reita,54
189045.111258073,Reita,55
189055.112650256,Reita,56
189065.113058274,Reita,57
189075.116365725,Reita,58
189085.117893054,Reita,59
