t,user,current_round
188494.482525055,Barry,0
188504.630321219,Barry,1
188514.683443692,Barry,2
188524.710450004,Barry,3
188534.733596211,Barry,4
188544.749895011,Barry,5
188554.765159151,Barry,6
188564.794872063,Barry,7
188574.815317603,Barry,8
188584.862362455,Barry,9
188594.886404837,Barry,10
188604.897593939,Barry,11
188614.901192178,Barry,12
188624.90333502,Barry,13
188634.917436892,Barry,14
188644.931002114,Barry,15
188654.941854631,Barry,16
188664.949362752,Barry,17
188674.972958641,Barry,18
188684.990127244,Barry,19
188695.044654356,Barry,20
188705.045356611,Barry,21
188715.046150892,Barry,22
188725.050254052,Barry,23
188735.055742354,Barry,24
188745.058647165,Barry,25
188755.063366418,Barry,26
188765.070295152,Barry,27
188775.082566333,Barry,28
188785.085996264,Barry,29
188795.092991957,Barry,30
188805.093864765,Barry,31
188815.098820271,Barry,32
188825.105796987,Barry,33
188835.11573053,Barry,34
188845.120640837,Barry,35
188855.125478849,Barry,36
188865.141404022,Barry,37
188875.149920565,Barry,38
188885.153748763,Barry,39
188895.157070144,Barry,40
188905.158125653,Barry,41
188915.162361203,Barry,42
188925.179578775,Barry,43
188935.18371685,Barry,44
188945.18964246,Barry,45
188955.193824451,Barry,46
188965.203199314,Barry,47
188975.206712519,Barry,48
188985.215254776,Barry,49
188995.22225657,Barry,50
189005.229948976,Barry,51
189015.237751693,Barry,52
189025.243310633,Barry,53
189035.248388097,Barry,54
189045.25002267,Barry,55
189055.250558242,Barry,56
189065.261033686,Barry,57
189075.267492283,Barry,58
189085.27750424,Barry,59
