t,user,current_round
187891.404574615,Herma,0
187901.588847854,Herma,1
187911.678978972,Herma,2
187921.829127301,Herma,3
187931.919898858,Herma,4
187942.049304833,Herma,5
187952.2196475,Herma,6
187962.23970822,Herma,7
187972.294799781,Herma,8
187982.332668426,Herma,9
187992.370686434,Herma,10
188002.419043468,Herma,11
188012.527513327,Herma,12
188022.571927885,Herma,13
188032.641883287,Herma,14
188042.648058411,Herma,15
188052.701118215,Herma,16
188062.717455068,Herma,17
188072.735649951,Herma,18
188082.737561645,Herma,19
188092.749328565,Herma,20
188102.757051239,Herma,21
188112.764331868,Herma,22
188122.769837725,Herma,23
188132.77358064,Herma,24
188142.784784132,Herma,25
188152.799637693,Herma,26
188162.803041786,Herma,27
188172.80642938,Herma,28
188182.810012541,Herma,29
188192.827802389,Herma,30
188202.836224104,Herma,31
188212.84221688,Herma,32
188222.842888999,Herma,33
188232.848231372,Herma,34
188242.852077867,Herma,35
188252.861519442,Herma,36
188262.872462458,Herma,37
188272.879807168,Herma,38
188282.890384657,Herma,39
188292.907100695,Herma,40
188302.930361303,Herma,41
188312.947593986,Herma,42
188322.949535939,Herma,43
188332.954063381,Herma,44
188342.958891052,Herma,45
188352.967482743,Herma,46
188363.033536535,Herma,47
188373.038042323,Herma,48
188383.050062433,Herma,49
188393.055126576,Herma,50
188403.059325044,Herma,51
188413.071080662,Herma,52
188423.075118798,Herma,53
188433.079898388,Herma,54
188443.086820043,Herma,55
188453.098082794,Herma,56
188463.104384934,Herma,57
188473.116127768,Herma,58
188483.129295175,Herma,59
