t,user,current_round
187891.210968345,Britany,0
187901.237323491,Britany,1
187911.423057305,Britany,2
187921.457977793,Britany,3
187931.503474523,Britany,4
187941.553741797,Britany,5
187951.558203521,Britany,6
187961.607926339,Britany,7
187971.632226836,Britany,8
187981.714489024,Britany,9
187991.732370002,Britany,10
188001.754468574,Britany,11
188011.75912547,Britany,12
188021.76300285,Britany,13
188031.786200635,Britany,14
188041.796185526,Britany,15
188051.803901153,Britany,16
188061.828458471,Britany,17
188071.842222308,Britany,18
188081.846691615,Britany,19
188091.855868596,Britany,20
188101.865253474,Britany,21
188111.870960512,Britany,22
188121.872713274,Britany,23
188131.88358442,Britany,24
188141.896948645,Britany,25
188151.909336021,Britany,26
188161.915125475,Britany,27
188171.929757332,Britany,28
188181.936627117,Britany,29
188191.938253891,Britany,30
188201.950330643,Britany,31
188211.952788781,Britany,32
188221.95331505,Britany,33
188231.966221036,Britany,34
188241.978321173,Britany,35
188251.991810976,Britany,36
188262.00798647,Britany,37
188272.021240719,Britany,38
188282.028052915,Britany,39
188292.041571443,Britany,40
188302.041943123,Britany,41
188312.052912606,Britany,42
188322.062654183,Britany,43
188332.073350998,Britany,44
188342.085140898,Britany,45
188352.090318203,Britany,46
188362.098040058,Britany,47
188372.09943167,Britany,48
188382.11036883,Britany,49
188392.119650557,Britany,50
188402.128583444,Britany,51
188412.145201191,Britany,52
188422.153902037,Britany,53
188432.161459468,Britany,54
188442.163529133,Britany,55
188452.168160833,Britany,56
188462.182216467,Britany,57
188472.197021597,Britany,58
188482.199795846,Britany,59
