t,user,current_round
187891.389240584,Sibyl,0
187901.557912978,Sibyl,1
187911.643252165,Sibyl,2
187921.782577878,Sibyl,3
187931.827036945,Sibyl,4
187941.908914731,Sibyl,5
187952.054586585,Sibyl,6
187962.131425996,Sibyl,7
187972.153802966,Sibyl,8
187982.194612759,Sibyl,9
187992.289879389,Sibyl,10
188002.324809393,Sibyl,11
188012.456238342,Sibyl,12
188022.508797388,Sibyl,13
188032.543391673,Sibyl,14
188042.561508239,Sibyl,15
188052.571502952,Sibyl,16
188062.572911615,Sibyl,17
188072.589930669,Sibyl,18
188082.603797534,Sibyl,19
188092.613326992,Sibyl,20
188102.631668666,Sibyl,21
188112.635727515,Sibyl,22
188122.646430838,Sibyl,23
188132.647364063,Sibyl,24
188142.658252297,Sibyl,25
188152.659641815,Sibyl,26
188162.659697198,Sibyl,27
188172.662936921,Sibyl,28
188182.707191012,Sibyl,29
188192.726792081,Sibyl,30
188202.750690846,Sibyl,31
188212.766514186,Sibyl,32
188222.7668079,Sibyl,33
188232.769621784,Sibyl,34
188242.785262594,Sibyl,35
188252.797221795,Sibyl,36
188262.807752487,Sibyl,37
188272.813577687,Sibyl,38
188282.825598445,Sibyl,39
188292.831625136,Sibyl,40
188302.844194925,Sibyl,41
188312.849778961,Sibyl,42
188322.850077013,Sibyl,43
188332.874951617,Sibyl,44
188342.876713014,Sibyl,45
188352.877831762,Sibyl,46
188362.883401634,Sibyl,47
188372.884020206,Sibyl,48
188382.893430004,Sibyl,49
188392.935733231,Sibyl,50
188402.947092551,Sibyl,51
188412.980806004,Sibyl,52
188423.000973378,Sibyl,53
188433.008570092,Sibyl,54
188443.021777085,Sibyl,55
188453.023172585,Sibyl,56
188463.029820891,Sibyl,57
188473.032941491,Sibyl,58
188483.036065643,Sibyl,59
