t,user,current_round
187891.427406597,Athena,0
187901.623905422,Athena,1
187911.713914654,Athena,2
187921.943447503,Athena,3
187932.071359698,Athena,4
187942.148192117,Athena,5
187952.285794198,Athena,6
187962.356687381,Athena,7
187972.418916388,Athena,8
187982.460703225,Athena,9
187992.543225992,Athena,10
188002.598647173,Athena,11
188012.627873293,Athena,12
188022.686476941,Athena,13
188032.724678918,Athena,14
188042.758764142,Athena,15
188052.780808672,Athena,16
188062.814490067,Athena,17
188072.845603545,Athena,18
188082.873964974,Athena,19
188092.885447173,Athena,20
188102.89276343,Athena,21
188112.893253875,Athena,22
188122.894635954,Athena,23
188132.90311983,Athena,24
188142.921627114,Athena,25
188152.945433684,Athena,26
188162.963517701,Athena,27
188172.96926361,Athena,28
188182.981454398,Athena,29
188192.994286414,Athena,30
188203.00500079,Athena,31
188213.016673294,Athena,32
188223.035894423,Athena,33
188233.048072185,Athena,34
188243.06844878,Athena,35
188253.08115043,Athena,36
188263.086408335,Athena,37
188273.088950823,Athena,38
188283.104150291,Athena,39
188293.109841036,Athena,40
188303.116060674,Athena,41
188313.123655847,Athena,42
188323.131295897,Athena,43
188333.136051002,Athena,44
188343.13801393,Athena,45
188353.144065791,Athena,46
188363.176141304,Athena,47
188373.185409321,Athena,48
188383.186265989,Athena,49
188393.195355487,Athena,50
188403.198466933,Athena,51
188413.199880334,Athena,52
188423.2117499,Athena,53
188433.239775851,Athena,54
188443.24697607,Athena,55
188453.259518605,Athena,56
188463.266540713,Athena,57
188473.275865498,Athena,58
188483.288655923,Athena,59
