t,user,current_round
187891.51326143,January,0
187901.703288859,January,1
187911.913695142,January,2
187922.091652659,January,3
187932.277201048,January,4
187942.345300399,January,5
187952.446973231,January,6
187962.553393744,January,7
187972.570603204,January,8
187982.664102789,January,9
187992.754378549,January,10
188002.803787153,January,11
188012.832149214,January,12
188022.873707091,January,13
188032.949995599,January,14
188042.987869781,January,15
188053.012624819,January,16
188063.035506133,January,17
188073.058078666,January,18
188083.085505896,January,19
188093.112306449,January,20
188103.120122146,January,21
188113.136298381,January,22
188123.137230541,January,23
188133.147870921,January,24
188143.153942464,January,25
188153.177975653,January,26
188163.179608336,January,27
188173.194783185,January,28
188183.20806903,January,29
188193.218303152,January,30
188203.232428167,January,31
188213.236099697,January,32
188223.243316418,January,33
188233.254072806,January,34
188243.258100579,January,35
188253.265034252,January,36
188263.270048413,January,37
188273.273382662,January,38
188283.286614794,January,39
188293.298717335,January,40
188303.307004058,January,41
188313.311479225,January,42
188323.324062078,January,43
188333.332574202,January,44
188343.344897346,January,45
188353.381447683,January,46
188363.387265121,January,47
188373.394962451,January,48
188383.400057979,January,49
188393.406586262,January,50
188403.420058587,January,51
188413.423827442,January,52
188423.433258703,January,53
188433.444704277,January,54
188443.452770852,January,55
188453.460989145,January,56
188463.4661381,January,57
188473.469371239,January,58
188483.481697859,January,59
