t,user,current_round
187891.105919947,Newton,0
187901.109518337,Newton,1
187911.181877132,Newton,2
187921.240526719,Newton,3
187931.245414435,Newton,4
187941.264412001,Newton,5
187951.283103231,Newton,6
187961.296803113,Newton,7
187971.314979787,Newton,8
187981.339967137,Newton,9
187991.341989405,Newton,10
188001.351397382,Newton,11
188011.368642054,Newton,12
188021.371565354,Newton,13
188031.39820387,Newton,14
188041.415992173,Newton,15
188051.443898989,Newton,16
188061.445080245,Newton,17
188071.458607369,Newton,18
188081.464464981,Newton,19
188091.494104002,Newton,20
188101.496106829,Newton,21
188111.499305805,Newton,22
188121.51383011,Newton,23
188131.522990375,Newton,24
188141.525438047,Newton,25
188151.532521303,Newton,26
188161.538142636,Newton,27
188171.542340731,Newton,28
188181.544397038,Newton,29
188191.55960699,Newton,30
188201.565133838,Newton,31
188211.573088824,Newton,32
188221.591138555,Newton,33
188231.605519634,Newton,34
188241.606582587,Newton,35
188251.612324843,Newton,36
188261.621547065,Newton,37
188271.625013649,Newton,38
188281.64212939,Newton,39
188291.643267934,Newton,40
188301.655875891,Newton,41
188311.658300823,Newton,42
188321.667182684,Newton,43
188331.672117034,Newton,44
188341.682284387,Newton,45
188351.686832508,Newton,46
188361.697721123,Newton,47
188371.701231688,Newton,48
188381.702767742,Newton,49
188391.717692119,Newton,50
188401.724921097,Newton,51
188411.729008576,Newton,52
188421.740282646,Newton,53
188431.753135017,Newton,54
188441.767469643,Newton,55
188451.771669353,Newton,56
188461.784606648,Newton,57
188471.793354702,Newton,58
188481.80874127,Newton,59
