t,user,current_round
189698.257552496,Queen,0
189708.374122701,Queen,1
189718.444206368,Queen,2
189728.493518788,Queen,3
189738.540540267,Queen,4
189748.563114549,Queen,5
189758.596637965,Queen,6
189768.674591557,Queen,7
189778.680881243,Queen,8
189788.711491161,Queen,9
189798.716597224,Queen,10
189808.724164131,Queen,11
189818.749469837,Queen,12
189828.760757572,Queen,13
189838.784626659,Queen,14
189848.790948171,Queen,15
189858.791945445,Queen,16
189868.798519628,Queen,17
189878.800659402,Queen,18
189888.807183339,Queen,19
189898.828306167,Queen,20
189908.836802554,Queen,21
189918.84229012,Queen,22
189928.848072961,Queen,23
189938.850748737,Queen,24
189948.859828805,Queen,25
189958.875076559,Queen,26
189968.886056484,Queen,27
189978.896126388,Queen,28
189988.90038664,Queen,29
189998.906038765,Queen,30
190008.907180278,Queen,31
190018.908307876,Queen,32
190028.914336454,Queen,33
190038.924520192,Queen,34
190048.93151214,Queen,35
190058.937697044,Queen,36
190068.942514221,Queen,37
190078.944416296,Queen,38
190088.958262126,Queen,39
190098.968385702,Queen,40
190108.97577687,Queen,41
190118.982731329,Queen,42
190128.987341557,Queen,43
190138.988241952,Queen,44
190148.993452093,Queen,45
190158.996432565,Queen,46
190168.997851942,Queen,47
190179.005461623,Queen,48
190189.006253031,Queen,49
190199.010201613,Queen,50
190209.012782505,Queen,51
190219.021434772,Queen,52
190229.022836078,Queen,53
190239.023111389,Queen,54
190249.029218531,Queen,55
190259.032789708,Queen,56
190269.036522454,Queen,57
190279.048118913,Queen,58
190289.054619497,Queen,59
