t,user,current_round
189698.033435822,Randolph,0
189708.093067501,Randolph,1
189718.100688683,Randolph,2
189728.122265942,Randolph,3
189738.125029074,Randolph,4
189748.13012605,Randolph,5
189758.143265517,Randolph,6
189768.152933421,Randolph,7
189778.162289445,Randolph,8
189788.180674081,Randolph,9
189798.185605241,Randolph,10
189808.192214729,Randolph,11
189818.199299094,Randolph,12
189828.204568435,Randolph,13
189838.204734336,Randolph,14
189848.213047479,Randolph,15
189858.224662377,Randolph,16
189868.234208872,Randolph,17
189878.242971433,Randolph,18
189888.247474496,Randolph,19
189898.248669237,Randolph,20
189908.255459033,Randolph,21
189918.256428806,Randolph,22
189928.261679744,Randolph,23
189938.267926822,Randolph,24
189948.274240882,Randolph,25
189958.280339527,Randolph,26
189968.287896799,Randolph,27
189978.290064231,Randolph,28
189988.297242571,Randolph,29
189998.29745182,Randolph,30
190008.304057596,Randolph,31
190018.311912088,Randolph,32
190028.3124533,Randolph,33
190038.313522069,Randolph,34
190048.316583616,Randolph,35
190058.322283091,Randolph,36
190068.328883802,Randolph,37
190078.33030782,Randolph,38
190088.338894823,Randolph,39
190098.348101458,Randolph,40
190108.354339748,Randolph,41
190118.360936318,Randolph,42
190128.361188319,Randolph,43
190138.363810446,Randolph,44
190148.366878466,Randolph,45
190158.367385218,Randolph,46
190168.370403286,Randolph,47
190178.375394825,Randolph,48
190188.382307684,Randolph,49
190198.385558334,Randolph,50
190208.386946904,Randolph,51
190218.392922762,Randolph,52
190228.395529595,Randolph,53
190238.397570148,Randolph,54
190248.400122015,Randolph,55
190258.408562312,Randolph,56
190268.414271503,Randolph,57
190278.417954359,Randolph,58
190288.423980832,Randolph,59
