t,user,current_round
189698.284573132,Vickey,0
189708.397889677,Vickey,1
189718.466325901,Vickey,2
189728.54181636,Vickey,3
189738.601441909,Vickey,4
189748.641485706,Vickey,5
189758.663934772,Vickey,6
189768.714923017,Vickey,7
189778.734596626,Vickey,8
189788.742772474,Vickey,9
189798.771274246,Vickey,10
189808.776646205,Vickey,11
189818.777461225,Vickey,12
189828.796218209,Vickey,13
189838.814869446,Vickey,14
189848.83772078,Vickey,15
189858.846337305,Vickey,16
189868.862397553,Vickey,17
189878.868032583,Vickey,18
189888.882064532,Vickey,19
189898.883013487,Vickey,20
189908.911035022,Vickey,21
189918.915505079,Vickey,22
189928.920253193,Vickey,23
189938.930276644,Vickey,24
189948.936501561,Vickey,25
189958.943775927,Vickey,26
189968.948758932,Vickey,27
189978.95357442,Vickey,28
189988.955517271,Vickey,29
189998.960996856,Vickey,30
190008.967083627,Vickey,31
190018.97056658,Vickey,32
190028.972749019,Vickey,33
190038.978126901,Vickey,34
190048.988645298,Vickey,35
190058.997138738,Vickey,36
190069.000727149,Vickey,37
190079.007093626,Vickey,38
190089.010434684,Vickey,39
190099.01141725,Vickey,40
190109.017843222,Vickey,41
190119.035306754,Vickey,42
190129.038097366,Vickey,43
190139.044941282,Vickey,44
190149.048091736,Vickey,45
190159.04971543,Vickey,46
190169.057404841,Vickey,47
190179.057617394,Vickey,48
190189.066263248,Vickey,49
190199.074636029,Vickey,50
190209.081733061,Vickey,51
190219.08597802,Vickey,52
190229.088811034,Vickey,53
190239.091020222,Vickey,54
190249.097302616,Vickey,55
190259.102649966,Vickey,56
190269.109368515,Vickey,57
190279.111013714,Vickey,58
190289.116690286,Vickey,59
