t,user,current_round
189698.254823334,Jessica,0
189708.356237719,Jessica,1
189718.436511195,Jessica,2
189728.485914395,Jessica,3
189738.524902069,Jessica,4
189748.530810718,Jessica,5
189758.559260197,Jessica,6
189768.632703737,Jessica,7
189778.652084293,Jessica,8
189788.658437651,Jessica,9
189798.677761069,Jessica,10
189808.70135781,Jessica,11
189818.741036609,Jessica,12
189828.741727092,Jessica,13
189838.760168965,Jessica,14
189848.765698206,Jessica,15
189858.767548423,Jessica,16
189868.773461643,Jessica,17
189878.781678764,Jessica,18
189888.786860954,Jessica,19
189898.807622796,Jessica,20
189908.809456607,Jessica,21
189918.813748323,Jessica,22
189928.825606828,Jessica,23
189938.834144643,Jessica,24
189948.851319909,Jessica,25
189958.858793786,Jessica,26
189968.871257507,Jessica,27
189978.873295129,Jessica,28
189988.876514455,Jessica,29
189998.881143881,Jessica,30
190008.883188649,Jessica,31
190018.89415808,Jessica,32
190028.901067165,Jessica,33
190038.908258772,Jessica,34
190048.914064427,Jessica,35
190058.92009685,Jessica,36
190068.924115623,Jessica,37
190078.928026385,Jessica,38
190088.939330276,Jessica,39
190098.951763444,Jessica,40
190108.956128325,Jessica,41
190118.960033185,Jessica,42
190128.964762675,Jessica,43
190138.971451349,Jessica,44
190148.972381081,Jessica,45
190158.977113404,Jessica,46
190168.982227043,Jessica,47
190178.988664248,Jessica,48
190188.992853315,Jessica,49
190198.996431099,Jessica,50
190208.99920689,Jessica,51
190219.003085035,Jessica,52
190229.003233506,Jessica,53
190239.005117251,Jessica,54
190249.007120286,Jessica,55
190259.008274323,Jessica,56
190269.019251956,Jessica,57
190279.027733758,Jessica,58
190289.035392772,Jessica,59
