t,user,current_round
189096.290171635,Jay Z,0
189106.439204336,Jay Z,1
189116.449336364,Jay Z,2
189126.467362261,Jay Z,3
189136.487185368,Jay Z,4
189146.492011571,Jay Z,5
189156.49789044,Jay Z,6
189166.517732885,Jay Z,7
189176.52474175,Jay Z,8
189186.558917832,Jay Z,9
189196.573945307,Jay Z,10
189206.623139329,Jay Z,11
189216.638488976,Jay Z,12
189226.648257854,Jay Z,13
189236.648596537,Jay Z,14
189246.653852642,Jay Z,15
189256.65570791,Jay Z,16
189266.658409916,Jay Z,17
189276.664303487,Jay Z,18
189286.668034521,Jay Z,19
189296.67533513,Jay Z,20
189306.676068429,Jay Z,21
189316.683013118,Jay Z,22
189326.695109349,Jay Z,23
189336.699892297,Jay Z,24
189346.704902746,Jay Z,25
189356.709355728,Jay Z,26
189366.716868272,Jay Z,27
189376.719941249,Jay Z,28
189386.725598915,Jay Z,29
189396.726842254,Jay Z,30
189406.732962169,Jay Z,31
189416.736999086,Jay Z,32
189426.737656202,Jay Z,33
189436.742612051,Jay Z,34
189446.750029565,Jay Z,35
189456.754609872,Jay Z,36
189466.755364962,Jay Z,37
189476.757466054,Jay Z,38
189486.760586809,Jay Z,39
189496.76656531,Jay Z,40
189506.76895188,Jay Z,41
189516.772502857,Jay Z,42
189526.791109494,Jay Z,43
189536.803745677,Jay Z,44
189546.818765279,Jay Z,45
189556.822629455,Jay Z,46
189566.825019557,Jay Z,47
189576.82847618,Jay Z,48
189586.83379304,Jay Z,49
189596.847320881,Jay Z,50
189606.864369781,Jay Z,51
189616.870304882,Jay Z,52
189626.873820683,Jay Z,53
189636.880407519,Jay Z,54
189646.886748163,Jay Z,55
189656.894777759,Jay Z,56
189666.896895159,Jay Z,57
189676.901523825,Jay Z,58
189686.907704789,Jay Z,59
