t,user,current_round
189096.205927442,Twila,0
189106.252177134,Twila,1
189116.269302067,Twila,2
189126.275324542,Twila,3
189136.277420803,Twila,4
189146.291312869,Twila,5
189156.30741712,Twila,6
189166.315940114,Twila,7
189176.318612376,Twila,8
189186.331249688,Twila,9
189196.335146339,Twila,10
189206.336810497,Twila,11
189216.338154033,Twila,12
189226.34242971,Twila,13
189236.35762565,Twila,14
189246.377952318,Twila,15
189256.378445952,Twila,16
189266.386269983,Twila,17
189276.392107027,Twila,18
189286.406207412,Twila,19
189296.406312321,Twila,20
189306.410911755,Twila,21
189316.415676451,Twila,22
189326.429753151,Twila,23
189336.432825447,Twila,24
189346.437716291,Twila,25
189356.44426662,Twila,26
189366.455744351,Twila,27
189376.458639344,Twila,28
189386.465291103,Twila,29
189396.468824028,Twila,30
189406.476213567,Twila,31
189416.481048303,Twila,32
189426.485869634,Twila,33
189436.488149584,Twila,34
189446.491767387,Twila,35
189456.499186841,Twila,36
189466.505771545,Twila,37
189476.514768905,Twila,38
189486.532519051,Twila,39
189496.534159223,Twila,40
189506.536162757,Twila,41
189516.543705443,Twila,42
189526.544522013,Twila,43
189536.546209527,Twila,44
189546.551286742,Twila,45
189556.558493611,Twila,46
189566.565600921,Twila,47
189576.571807123,Twila,48
189586.574985066,Twila,49
189596.577121439,Twila,50
189606.581922159,Twila,51
189616.582235741,Twila,52
189626.589450549,Twila,53
189636.597014487,Twila,54
189646.605371416,Twila,55
189656.610701549,Twila,56
189666.616433072,Twila,57
189676.622915246,Twila,58
189686.628923697,Twila,59
