t,user,current_round
189096.432158996,Janis,0
189106.608938187,Janis,1
189116.709464916,Janis,2
189126.725184759,Janis,3
189136.740748938,Janis,4
189146.765424103,Janis,5
189156.784668951,Janis,6
189166.811693146,Janis,7
189176.827159057,Janis,8
189186.835654446,Janis,9
189196.859655224,Janis,10
189206.862774745,Janis,11
189216.874968705,Janis,12
189226.882809029,Janis,13
189236.916260106,Janis,14
189246.931331391,Janis,15
189256.962657337,Janis,16
189266.980684038,Janis,17
189276.987254353,Janis,18
189287.002541781,Janis,19
189297.00298603,Janis,20
189307.010782277,Janis,21
189317.013584829,Janis,22
189327.016112158,Janis,23
189337.025788139,Janis,24
189347.03396492,Janis,25
189357.040960455,Janis,26
189367.044181653,Janis,27
189377.051076593,Janis,28
189387.052121832,Janis,29
189397.057430271,Janis,30
189407.059807448,Janis,31
189417.064052357,Janis,32
189427.078495689,Janis,33
189437.083478169,Janis,34
189447.092405636,Janis,35
189457.101904355,Janis,36
189467.109495124,Janis,37
189477.115828636,Janis,38
189487.118968612,Janis,39
189497.122359511,Janis,40
189507.123054776,Janis,41
189517.124032461,Janis,42
189527.132442192,Janis,43
189537.138442208,Janis,44
189547.142779683,Janis,45
189557.149564349,Janis,46
189567.150406625,Janis,47
189577.158923714,Janis,48
189587.161985741,Janis,49
189597.169997737,Janis,50
189607.173074003,Janis,51
189617.180515441,Janis,52
189627.181314397,Janis,53
189637.184343642,Janis,54
189647.188563751,Janis,55
189657.193902318,Janis,56
189667.199343211,Janis,57
189677.202174937,Janis,58
189687.204238646,Janis,59
