t,user,current_round
189096.209939992,Luke,0
189106.259724782,Luke,1
189116.27736911,Luke,2
189126.293661412,Luke,3
189136.306249531,Luke,4
189146.317194356,Luke,5
189156.338314137,Luke,6
189166.339081005,Luke,7
189176.355589441,Luke,8
189186.360743614,Luke,9
189196.363822004,Luke,10
189206.365690428,Luke,11
189216.369922045,Luke,12
189226.38947227,Luke,13
189236.390233554,Luke,14
189246.416519224,Luke,15
189256.41800181,Luke,16
189266.424337102,Luke,17
189276.429230474,Luke,18
189286.434974657,Luke,19
189296.439771668,Luke,20
189306.44022119,Luke,21
189316.456744782,Luke,22
189326.458530827,Luke,23
189336.459630584,Luke,24
189346.467928005,Luke,25
189356.470662471,Luke,26
189366.478568733,Luke,27
189376.480972061,Luke,28
189386.486698304,Luke,29
189396.49495294,Luke,30
189406.499714719,Luke,31
189416.502310678,Luke,32
189426.507417464,Luke,33
189436.513244354,Luke,34
189446.513409934,Luke,35
189456.520632399,Luke,36
189466.526386743,Luke,37
189476.533035818,Luke,38
189486.546173974,Luke,39
189496.549794912,Luke,40
189506.552341154,Luke,41
189516.557599618,Luke,42
189526.563106652,Luke,43
189536.566752452,Luke,44
189546.572030695,Luke,45
189556.573024181,Luke,46
189566.580246437,Luke,47
189576.583342199,Luke,48
189586.596210056,Luke,49
189596.598969595,Luke,50
189606.607504068,Luke,51
189616.608766276,Luke,52
189626.614375174,Luke,53
189636.619746754,Luke,54
189646.622175272,Luke,55
189656.626766002,Luke,56
189666.62982317,Luke,57
189676.636447312,Luke,58
189686.642773578,Luke,59
