t,user,current_round
189096.389529695,Julius,0
189106.564400033,Julius,1
189116.626371484,Julius,2
189126.64108149,Julius,3
189136.648080811,Julius,4
189146.699005976,Julius,5
189156.712247396,Julius,6
189166.719172171,Julius,7
189176.724481879,Julius,8
189186.736402418,Julius,9
189196.766837799,Julius,10
189206.791620978,Julius,11
189216.816816407,Julius,12
189226.834048974,Julius,13
189236.848224587,Julius,14
189246.855284474,Julius,15
189256.868767006,Julius,16
189266.885507282,Julius,17
189276.889933482,Julius,18
189286.898018976,Julius,19
189296.906148346,Julius,20
189306.911729172,Julius,21
189316.920963189,Julius,22
189326.925028717,Julius,23
189336.927739387,Julius,24
189346.929917596,Julius,25
189356.943455425,Julius,26
189366.947924441,Julius,27
189376.954856569,Julius,28
189386.956320047,Julius,29
189396.956792531,Julius,30
189406.968051381,Julius,31
189416.975996769,Julius,32
189426.983832953,Julius,33
189436.991657248,Julius,34
189446.995481694,Julius,35
189456.998632452,Julius,36
189467.000031439,Julius,37
189477.001392723,Julius,38
189487.008828587,Julius,39
189497.016021554,Julius,40
189507.023202712,Julius,41
189517.025628543,Julius,42
189527.025774963,Julius,43
189537.030305526,Julius,44
189547.033338743,Julius,45
189557.035338679,Julius,46
189567.043180797,Julius,47
189577.044534791,Julius,48
189587.047301578,Julius,49
189597.051855143,Julius,50
189607.057871873,Julius,51
189617.059575575,Julius,52
189627.066673529,Julius,53
189637.072140787,Julius,54
189647.073575045,Julius,55
189657.073715022,Julius,56
189667.08123091,Julius,57
189677.086247113,Julius,58
189687.091278945,Julius,59
