t,user,current_round
188494.460236467,Kaylee,0
188504.481531233,Kaylee,1
188514.550356334,Kaylee,2
188524.600995169,Kaylee,3
188534.615268911,Kaylee,4
188544.621807075,Kaylee,5
188554.632776959,Kaylee,6
188564.65315867,Kaylee,7
188574.672362462,Kaylee,8
188584.693202484,Kaylee,9
188594.697272136,Kaylee,10
188604.711409576,Kaylee,11
188614.719853489,Kaylee,12
188624.731787194,Kaylee,13
188634.765839063,Kaylee,14
188644.774335876,Kaylee,15
188654.787111196,Kaylee,16
188664.793700082,Kaylee,17
188674.801927005,Kaylee,18
188684.806191025,Kaylee,19
188694.808126278,Kaylee,20
188704.810042763,Kaylee,21
188714.826331537,Kaylee,22
188724.83250272,Kaylee,23
188734.834997898,Kaylee,24
188744.837582127,Kaylee,25
188754.838360128,Kaylee,26
188764.848581718,Kaylee,27
188774.855847188,Kaylee,28
188784.859975678,Kaylee,29
188794.860063605,Kaylee,30
188804.866330746,Kaylee,31
188814.871615295,Kaylee,32
188824.895592611,Kaylee,33
188834.906757457,Kaylee,34
188844.910983575,Kaylee,35
188854.916574346,Kaylee,36
188864.917410371,Kaylee,37
188874.923336543,Kaylee,38
188884.926974269,Kaylee,39
188894.93640739,Kaylee,40
188904.939778088,Kaylee,41
188914.94909793,Kaylee,42
188924.961309144,Kaylee,43
188934.964905008,Kaylee,44
188944.965400123,Kaylee,45
188954.979615382,Kaylee,46
188964.986157948,Kaylee,47
188974.98892647,Kaylee,48
188984.997741993,Kaylee,49
188995.009188044,Kaylee,50
189005.009366966,Kaylee,51
189015.02160499,Kaylee,52
189025.033712084,Kaylee,53
189035.038138624,Kaylee,54
189045.03909765,Kaylee,55
189055.041131212,Kaylee,56
189065.045594445,Kaylee,57
189075.053165213,Kaylee,58
189085.062691075,Kaylee,59
