t,user,current_round
188494.608601272,Garnett,0
188504.736761419,Garnett,1
188514.751666159,Garnett,2
188524.822390376,Garnett,3
188534.883770207,Garnett,4
188544.948736189,Garnett,5
188554.97884521,Garnett,6
188564.992054412,Garnett,7
188575.018511789,Garnett,8
188585.049492608,Garnett,9
188595.072375538,Garnett,10
188605.086880924,Garnett,11
188615.12375691,Garnett,12
188625.166492192,Garnett,13
188635.208626363,Garnett,14
188645.230013658,Garnett,15
188655.260455397,Garnett,16
188665.26342941,Garnett,17
188675.27653711,Garnett,18
188685.277359711,Garnett,19
188695.283249821,Garnett,20
188705.288090195,Garnett,21
188715.299466742,Garnett,22
188725.309224717,Garnett,23
188735.315511862,Garnett,24
188745.317983004,Garnett,25
188755.320357139,Garnett,26
188765.328811707,Garnett,27
188775.332682222,Garnett,28
188785.340584704,Garnett,29
188795.346113837,Garnett,30
188805.35227725,Garnett,31
188815.353615371,Garnett,32
188825.359418864,Garnett,33
188835.363423119,Garnett,34
188845.38045079,Garnett,35
188855.390729156,Garnett,36
188865.3978267,Garnett,37
188875.398408998,Garnett,38
188885.400056804,Garnett,39
188895.403906246,Garnett,40
188905.413423828,Garnett,41
188915.43572549,Garnett,42
188925.438955187,Garnett,43
188935.444854624,Garnett,44
188945.449868477,Garnett,45
188955.453855656,Garnett,46
188965.466987047,Garnett,47
188975.475130572,Garnett,48
188985.475963613,Garnett,49
188995.479031436,Garnett,50
189005.480733217,Garnett,51
189015.482281782,Garnett,52
189025.482745436,Garnett,53
189035.493017504,Garnett,54
189045.497161738,Garnett,55
189055.497981051,Garnett,56
189065.504232187,Garnett,57
189075.506406477,Garnett,58
189085.5066428,Garnett,59
