t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167038.692527057,o5sxdl1iqf3x,Delaine,2,3n1k98,34,4105000916,1,0,228,0,True
167039.051386144,o5sxdl1iqf3x,Delaine,2,3n1k98,34,396849683,2,100,0,0,True
167040.618000704,o5sxdl1iqf3x,Delaine,2,3n1k98,37,261695503,1,0,228,0,True
167040.994923945,o5sxdl1iqf3x,Delaine,2,3n1k98,37,3184784417,2,100,0,0,True
167041.307158239,o5sxdl1iqf3x,Delaine,2,3n1k98,30,3949290844,1,0,228,0,True
167041.673746145,o5sxdl1iqf3x,Delaine,2,3n1k98,30,3921613419,2,100,0,0,True
167042.688135359,o5sxdl1iqf3x,Delaine,2,3n1k98,64,3281308174,1,0,228,0,True
167043.044318366,o5sxdl1iqf3x,Delaine,2,3n1k98,64,1590801799,2,100,0,0,True
167044.546189882,o5sxdl1iqf3x,Delaine,2,3n1k98,57,1714804593,1,0,228,0,True
167044.915653834,o5sxdl1iqf3x,Delaine,2,3n1k98,57,3101223480,2,100,0,0,True
167047.498242045,o5sxdl1iqf3x,Delaine,3,3n1k98,78,2126434868,1,0,228,0,True
167047.853711103,o5sxdl1iqf3x,Delaine,3,3n1k98,78,4095957687,2,100,0,0,True
167048.178045956,o5sxdl1iqf3x,Delaine,3,3n1k98,13,788209111,1,0,228,0,True
167048.538207404,o5sxdl1iqf3x,Delaine,3,3n1k98,13,1142178469,2,100,0,0,True
167049.401190676,o5sxdl1iqf3x,Delaine,3,3n1k98,69,3269056011,1,0,228,0,True
167049.762027349,o5sxdl1iqf3x,Delaine,3,3n1k98,69,3898422164,2,100,0,0,True
167050.978669724,o5sxdl1iqf3x,Delaine,3,3n1k98,3,3449637807,1,0,228,0,True
167051.342196005,o5sxdl1iqf3x,Delaine,3,3n1k98,3,537594155,2,100,0,0,True
167055.110222041,o5sxdl1iqf3x,Delaine,3,3n1k98,33,1372848802,1,0,228,0,True
167055.473072029,o5sxdl1iqf3x,Delaine,3,3n1k98,33,943434594,2,100,0,0,True
167055.673940935,o5sxdl1iqf3x,Delaine,3,3n1k98,66,325170077,1,0,228,0,True
167056.062268357,o5sxdl1iqf3x,Delaine,4,3n1k98,66,1195466768,2,100,0,0,True
167066.431407332,o5sxdl1iqf3x,Delaine,5,3n1k98,46,1749587663,1,0,228,0,True
167066.795967565,o5sxdl1iqf3x,Delaine,5,3n1k98,46,2711046539,2,100,0,0,True
167066.800574787,o5sxdl1iqf3x,Delaine,5,3n1k98,61,3317728621,1,0,228,0,True
167067.178729808,o5sxdl1iqf3x,Delaine,5,3n1k98,61,912791586,2,100,0,0,True
