t,user,current_round
167015.584040687,Elvera,0
167025.602567766,Elvera,1
167035.622896226,Elvera,2
167045.651412597,Elvera,3
167055.658858271,Elvera,4
167065.663160609,Elvera,5
167075.682463988,Elvera,6
167085.682937095,Elvera,7
167095.689901848,Elvera,8
167105.695240469,Elvera,9
167115.701910142,Elvera,10
167125.704985449,Elvera,11
167135.712261669,Elvera,12
167145.719057851,Elvera,13
167155.73052031,Elvera,14
167165.730977483,Elvera,15
167175.74212877,Elvera,16
167185.746148925,Elvera,17
167195.752300182,Elvera,18
167205.760038809,Elvera,19
