t,user,current_round
167015.554905887,Lucy,0
167025.568270732,Lucy,1
167035.58621355,Lucy,2
167045.597789291,Lucy,3
167055.602107007,Lucy,4
167065.608703118,Lucy,5
167075.613057559,Lucy,6
167085.626353179,Lucy,7
167095.62670235,Lucy,8
167105.627474578,Lucy,9
167115.640952774,Lucy,10
167125.64709555,Lucy,11
167135.65027085,Lucy,12
167145.668426554,Lucy,13
167155.673781598,Lucy,14
167165.679726212,Lucy,15
167175.683241482,Lucy,16
167185.686934944,Lucy,17
167195.692313149,Lucy,18
167205.699130214,Lucy,19
