t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167027.185532668,8ssfzg8lfdi5,Angelita,1,3n1k98,65,2242291667,1,0,0,228,True
167028.286399107,8ssfzg8lfdi5,Angelita,1,3n1k98,14,1412646087,2,0,0,100,True
167041.301948289,8ssfzg8lfdi5,Angelita,2,3n1k98,30,3949290844,1,0,0,228,True
167041.669375544,8ssfzg8lfdi5,Angelita,2,3n1k98,28,114766750,2,0,0,100,True
167043.407567686,8ssfzg8lfdi5,Angelita,2,3n1k98,64,1590801799,2,0,0,100,True
167045.899064766,8ssfzg8lfdi5,Angelita,3,3n1k98,41,2769728369,2,0,0,100,True
167127.667642585,8ssfzg8lfdi5,Angelita,11,3n1k98,16,564317848,2,0,0,100,True
167128.361975626,8ssfzg8lfdi5,Angelita,11,3n1k98,19,304142067,1,0,0,228,True
167139.363079107,8ssfzg8lfdi5,Angelita,12,3n1k98,17,1212923112,2,0,0,100,True
167140.737071482,8ssfzg8lfdi5,Angelita,12,3n1k98,76,2198078358,1,0,0,228,True
167142.516960821,8ssfzg8lfdi5,Angelita,12,3n1k98,62,1458725584,2,0,0,100,True
167143.503774733,8ssfzg8lfdi5,Angelita,12,3n1k98,21,4225455827,1,0,0,228,True
167145.624859923,8ssfzg8lfdi5,Angelita,13,3n1k98,76,800054097,1,0,0,228,True
