t,user,current_round
167015.52036708,Angelita,0
167025.526496292,Angelita,1
167035.531719673,Angelita,2
167045.536301035,Angelita,3
167055.542765763,Angelita,4
167065.55473524,Angelita,5
167075.556017873,Angelita,6
167085.560810808,Angelita,7
167095.563327127,Angelita,8
167105.568312512,Angelita,9
167115.5727515,Angelita,10
167125.582578819,Angelita,11
167135.585734723,Angelita,12
167145.604789547,Angelita,13
167155.607388334,Angelita,14
167165.61209436,Angelita,15
167175.616543163,Angelita,16
167185.618418806,Angelita,17
167195.620711969,Angelita,18
167205.622321833,Angelita,19
