t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167025.009181521,r5do9hozp73b,Bronwyn,0,d1wh07,28,251436423,1,0,0,228,True
167030.685811153,r5do9hozp73b,Bronwyn,1,d1wh07,49,1067393401,1,0,0,228,True
167032.499837368,r5do9hozp73b,Bronwyn,1,d1wh07,48,3713039639,2,0,0,100,True
167034.587342434,r5do9hozp73b,Bronwyn,1,d1wh07,49,3100725686,2,0,0,100,True
167036.177551815,r5do9hozp73b,Bronwyn,2,d1wh07,42,1170836833,1,0,0,228,True
167057.102562819,r5do9hozp73b,Bronwyn,4,d1wh07,5,3912413138,1,0,0,228,True
167059.188097278,r5do9hozp73b,Bronwyn,4,d1wh07,60,538066646,1,0,0,228,True
167064.786270118,r5do9hozp73b,Bronwyn,4,d1wh07,41,397510950,2,0,0,100,True
167065.149875658,r5do9hozp73b,Bronwyn,4,d1wh07,65,3474591497,2,0,0,100,True
167098.630015749,r5do9hozp73b,Bronwyn,8,d1wh07,18,1575556463,2,0,0,100,True
167100.248893172,r5do9hozp73b,Bronwyn,8,d1wh07,44,90037046,1,0,0,228,True
167100.955169468,r5do9hozp73b,Bronwyn,8,d1wh07,76,1190461424,1,0,0,228,True
167103.729692813,r5do9hozp73b,Bronwyn,8,d1wh07,76,178814247,1,0,0,228,True
167104.085404571,r5do9hozp73b,Bronwyn,8,d1wh07,76,4082010236,2,0,0,100,True
167105.79439369,r5do9hozp73b,Bronwyn,9,d1wh07,7,2995711341,1,0,0,228,True
167115.934309038,r5do9hozp73b,Bronwyn,10,d1wh07,27,629038909,2,0,0,100,True
167116.29458252,r5do9hozp73b,Bronwyn,10,d1wh07,7,2768855374,2,0,0,100,True
