t,user,current_round
167015.668799604,Magaly,0
167025.709073598,Magaly,1
167035.751289249,Magaly,2
167045.77647079,Magaly,3
167055.793548361,Magaly,4
167065.806553507,Magaly,5
167075.832341337,Magaly,6
167085.84076273,Magaly,7
167095.843530234,Magaly,8
167105.871527499,Magaly,9
167115.878179076,Magaly,10
167125.880656784,Magaly,11
167135.895715977,Magaly,12
167145.905642902,Magaly,13
167155.919012322,Magaly,14
167165.929151723,Magaly,15
167175.93416852,Magaly,16
167185.938324202,Magaly,17
167195.943949974,Magaly,18
167205.956248498,Magaly,19
