t,user,current_round
167015.594140228,Kaci,0
167025.619288332,Kaci,1
167035.637122571,Kaci,2
167045.663304723,Kaci,3
167055.685358606,Kaci,4
167065.689825058,Kaci,5
167075.697338227,Kaci,6
167085.698311194,Kaci,7
167095.700057799,Kaci,8
167105.709298835,Kaci,9
167115.719187054,Kaci,10
167125.724799325,Kaci,11
167135.725728329,Kaci,12
167145.730186943,Kaci,13
167155.736904378,Kaci,14
167165.741494717,Kaci,15
167175.747191381,Kaci,16
167185.758943177,Kaci,17
167195.767749594,Kaci,18
167205.773183982,Kaci,19
