t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167019.39233491,bzipxhvr24ef,Bobbi,0,d1wh07,57,3482480954,1,0,0,228,True
167022.554667096,bzipxhvr24ef,Bobbi,0,d1wh07,11,1288060453,2,0,0,100,True
167037.922667302,bzipxhvr24ef,Bobbi,2,d1wh07,8,232582577,1,0,0,228,True
167039.634851996,bzipxhvr24ef,Bobbi,2,d1wh07,73,1756494374,1,0,0,228,True
167039.99399366,bzipxhvr24ef,Bobbi,2,d1wh07,42,792379072,2,0,0,100,True
167040.360607797,bzipxhvr24ef,Bobbi,2,d1wh07,8,2451158746,2,0,0,100,True
167040.779344677,bzipxhvr24ef,Bobbi,2,d1wh07,23,3423185366,2,0,0,100,True
167046.387529832,bzipxhvr24ef,Bobbi,3,d1wh07,1,2071790935,2,0,0,100,True
167047.068742722,bzipxhvr24ef,Bobbi,3,d1wh07,15,2480784109,1,0,0,228,True
167048.842282609,bzipxhvr24ef,Bobbi,3,d1wh07,15,4050512035,2,0,0,100,True
167057.793752217,bzipxhvr24ef,Bobbi,4,d1wh07,5,3912413138,1,0,0,228,True
167059.882858683,bzipxhvr24ef,Bobbi,4,d1wh07,60,538066646,1,0,0,228,True
167061.971828662,bzipxhvr24ef,Bobbi,4,d1wh07,65,2523641298,1,0,0,228,True
167068.61313799,bzipxhvr24ef,Bobbi,5,d1wh07,47,427709902,2,0,0,100,True
167071.666145081,bzipxhvr24ef,Bobbi,5,d1wh07,78,3319278788,1,0,0,228,True
167072.975243755,bzipxhvr24ef,Bobbi,5,d1wh07,12,1203199908,1,0,0,228,True
167073.751756673,bzipxhvr24ef,Bobbi,5,d1wh07,78,4249649265,2,0,0,100,True
167076.790710359,bzipxhvr24ef,Bobbi,6,d1wh07,63,14762349,2,0,0,100,True
167077.469396277,bzipxhvr24ef,Bobbi,6,d1wh07,26,919287914,1,0,0,228,True
167077.832507326,bzipxhvr24ef,Bobbi,6,d1wh07,71,3247641637,2,0,0,100,True
167078.242741359,bzipxhvr24ef,Bobbi,6,d1wh07,59,3513402836,2,0,0,100,True
167078.974839942,bzipxhvr24ef,Bobbi,6,d1wh07,20,4209929643,2,0,0,100,True
167079.657396952,bzipxhvr24ef,Bobbi,6,d1wh07,26,3478548214,2,0,0,100,True
167089.569337656,bzipxhvr24ef,Bobbi,7,d1wh07,53,3494563644,2,0,0,100,True
167091.248137393,bzipxhvr24ef,Bobbi,7,d1wh07,52,2105659512,1,0,0,228,True
167091.631680567,bzipxhvr24ef,Bobbi,7,d1wh07,68,880633098,2,0,0,100,True
167093.037597062,bzipxhvr24ef,Bobbi,7,d1wh07,52,325555409,2,0,0,100,True
167093.746372736,bzipxhvr24ef,Bobbi,7,d1wh07,16,2413930554,2,0,0,100,True
167094.435091349,bzipxhvr24ef,Bobbi,7,d1wh07,2,899763828,2,0,0,100,True
167098.268239727,bzipxhvr24ef,Bobbi,8,d1wh07,18,1575556463,2,0,0,100,True
167100.244237749,bzipxhvr24ef,Bobbi,8,d1wh07,30,1558915831,1,0,0,228,True
167103.450978144,bzipxhvr24ef,Bobbi,8,d1wh07,76,4082010236,2,0,0,100,True
167106.117038379,bzipxhvr24ef,Bobbi,9,d1wh07,13,2128766265,1,0,0,228,True
167106.482734071,bzipxhvr24ef,Bobbi,9,d1wh07,76,3328094843,2,0,0,100,True
167107.911974339,bzipxhvr24ef,Bobbi,9,d1wh07,79,3274655223,1,0,0,228,True
167109.00457808,bzipxhvr24ef,Bobbi,9,d1wh07,27,945938325,2,0,0,100,True
167111.353348315,bzipxhvr24ef,Bobbi,9,d1wh07,27,1554039323,1,0,0,228,True
