t,user,current_round
167015.704155057,Janetta,0
167025.769555515,Janetta,1
167035.790850103,Janetta,2
167045.823906131,Janetta,3
167055.855978015,Janetta,4
167065.887314262,Janetta,5
167075.891355016,Janetta,6
167085.903798613,Janetta,7
167095.915552722,Janetta,8
167105.92573385,Janetta,9
167115.950522249,Janetta,10
167125.953896735,Janetta,11
167135.962310246,Janetta,12
167145.972871044,Janetta,13
167155.984319356,Janetta,14
167165.989845665,Janetta,15
167176.002450522,Janetta,16
167186.006788864,Janetta,17
167196.011968017,Janetta,18
167206.025658308,Janetta,19
