t,user,current_round
167015.677857452,Demetra,0
167025.721171136,Demetra,1
167035.763233051,Demetra,2
167045.78856359,Demetra,3
167055.8143644,Demetra,4
167065.827593879,Demetra,5
167075.849055231,Demetra,6
167085.852906152,Demetra,7
167095.863672192,Demetra,8
167105.88111805,Demetra,9
167115.895874918,Demetra,10
167125.900572946,Demetra,11
167135.917782508,Demetra,12
167145.926203544,Demetra,13
167155.939340962,Demetra,14
167165.9468496,Demetra,15
167175.951232342,Demetra,16
167185.954036037,Demetra,17
167195.960148071,Demetra,18
167205.974564174,Demetra,19
