t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167019.388480257,utjin14jpqw7,Angelita,0,3n1k98,52,3817872290,1,0,0,228,True
167022.96570713,utjin14jpqw7,Angelita,0,3n1k98,50,1019031878,2,0,0,100,True
167025.063790443,utjin14jpqw7,Angelita,0,3n1k98,2,1227094172,1,0,0,228,True
167027.5170155,utjin14jpqw7,Angelita,1,3n1k98,75,1736630928,1,0,0,228,True
167028.651022594,utjin14jpqw7,Angelita,1,3n1k98,14,1412646087,2,0,0,100,True
167029.710463748,utjin14jpqw7,Angelita,1,3n1k98,75,3454198005,2,0,0,100,True
167037.996649439,utjin14jpqw7,Angelita,2,3n1k98,34,4105000916,1,0,0,228,True
167039.203943647,utjin14jpqw7,Angelita,2,3n1k98,38,1118631412,1,0,0,228,True
167039.889371445,utjin14jpqw7,Angelita,2,3n1k98,37,261695503,1,0,0,228,True
167041.322573647,utjin14jpqw7,Angelita,2,3n1k98,40,1916219923,1,0,0,228,True
167042.00212798,utjin14jpqw7,Angelita,2,3n1k98,64,3281308174,1,0,0,228,True
167042.365924119,utjin14jpqw7,Angelita,2,3n1k98,37,3184784417,2,0,0,100,True
167043.11051088,utjin14jpqw7,Angelita,2,3n1k98,57,1714804593,1,0,0,228,True
167043.800950233,utjin14jpqw7,Angelita,2,3n1k98,71,703667131,1,0,0,228,True
167044.167437715,utjin14jpqw7,Angelita,2,3n1k98,30,3921613419,2,0,0,100,True
167044.537628049,utjin14jpqw7,Angelita,2,3n1k98,64,1590801799,2,0,0,100,True
167045.229949296,utjin14jpqw7,Angelita,2,3n1k98,23,3922556204,1,0,0,228,True
167050.287234793,utjin14jpqw7,Angelita,3,3n1k98,79,4086235992,1,0,0,228,True
167052.339391275,utjin14jpqw7,Angelita,3,3n1k98,43,3971740996,1,0,0,228,True
167055.032906826,utjin14jpqw7,Angelita,3,3n1k98,36,3384531800,1,0,0,228,True
167055.753035397,utjin14jpqw7,Angelita,4,3n1k98,74,307338772,1,0,0,228,True
167056.796144958,utjin14jpqw7,Angelita,4,3n1k98,66,1195466768,2,0,0,100,True
167057.157630999,utjin14jpqw7,Angelita,4,3n1k98,1,2666483817,2,0,0,100,True
167058.530502197,utjin14jpqw7,Angelita,4,3n1k98,0,598923322,1,0,0,228,True
167059.234362171,utjin14jpqw7,Angelita,4,3n1k98,53,3011519698,1,0,0,228,True
167060.608353846,utjin14jpqw7,Angelita,4,3n1k98,59,4140655459,1,0,0,228,True
167060.971684687,utjin14jpqw7,Angelita,4,3n1k98,51,1111576265,2,0,0,100,True
167063.064997858,utjin14jpqw7,Angelita,4,3n1k98,45,2711823996,1,0,0,228,True
167063.428121769,utjin14jpqw7,Angelita,4,3n1k98,0,140189212,2,0,0,100,True
167064.114042015,utjin14jpqw7,Angelita,4,3n1k98,58,1004608688,1,0,0,228,True
167064.797869262,utjin14jpqw7,Angelita,4,3n1k98,35,2716422529,1,0,0,228,True
167065.161395426,utjin14jpqw7,Angelita,4,3n1k98,53,918283944,2,0,0,100,True
167066.130602276,utjin14jpqw7,Angelita,5,3n1k98,9,3356534186,1,0,0,228,True
167066.921010892,utjin14jpqw7,Angelita,5,3n1k98,4,1821793772,1,0,0,228,True
167067.282464337,utjin14jpqw7,Angelita,5,3n1k98,24,1998471602,2,0,0,100,True
167067.644300191,utjin14jpqw7,Angelita,5,3n1k98,43,2098498783,2,0,0,100,True
167068.010011052,utjin14jpqw7,Angelita,5,3n1k98,33,943434594,2,0,0,100,True
167070.004138026,utjin14jpqw7,Angelita,5,3n1k98,10,114477237,2,0,0,100,True
167072.408681691,utjin14jpqw7,Angelita,5,3n1k98,63,42183331,2,0,0,100,True
167074.468069723,utjin14jpqw7,Angelita,5,3n1k98,56,3549181295,2,0,0,100,True
167118.606845449,utjin14jpqw7,Angelita,10,3n1k98,21,1869603098,1,0,0,228,True
167120.690013186,utjin14jpqw7,Angelita,10,3n1k98,19,2845912222,1,0,0,228,True
167122.071530846,utjin14jpqw7,Angelita,10,3n1k98,22,3119339790,1,0,0,228,True
167122.765432464,utjin14jpqw7,Angelita,10,3n1k98,76,2635762523,1,0,0,228,True
167124.261688861,utjin14jpqw7,Angelita,10,3n1k98,55,197850795,1,0,0,228,True
167124.939193633,utjin14jpqw7,Angelita,10,3n1k98,76,2368915459,1,0,0,228,True
167125.625502165,utjin14jpqw7,Angelita,11,3n1k98,62,1473371897,1,0,0,228,True
167126.938201421,utjin14jpqw7,Angelita,11,3n1k98,7,3687281410,1,0,0,228,True
167128.029110725,utjin14jpqw7,Angelita,11,3n1k98,16,564317848,2,0,0,100,True
167142.805982357,utjin14jpqw7,Angelita,12,3n1k98,55,877096199,1,0,0,228,True
167143.167945559,utjin14jpqw7,Angelita,12,3n1k98,62,1458725584,2,0,0,100,True
167143.849298649,utjin14jpqw7,Angelita,12,3n1k98,62,380165870,1,0,0,228,True
167144.924384154,utjin14jpqw7,Angelita,12,3n1k98,76,800054097,1,0,0,228,True
167145.289769774,utjin14jpqw7,Angelita,12,3n1k98,21,898615491,2,0,0,100,True
167145.980559701,utjin14jpqw7,Angelita,13,3n1k98,55,2523180945,1,0,0,228,True
167156.567131425,utjin14jpqw7,Angelita,14,3n1k98,21,3770031879,2,0,0,100,True
