t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167018.692834593,t116wamzv3d8,Bronwyn,0,3n1k98,68,3576202853,1,0,0,228,True
167024.751935596,t116wamzv3d8,Bronwyn,0,3n1k98,11,4081347771,2,0,0,100,True
167026.489539901,t116wamzv3d8,Bronwyn,1,3n1k98,14,885140627,1,0,0,228,True
167026.850487983,t116wamzv3d8,Bronwyn,1,3n1k98,27,2172025478,2,0,0,100,True
167027.225559795,t116wamzv3d8,Bronwyn,1,3n1k98,2,3714287432,2,0,0,100,True
167029.320724947,t116wamzv3d8,Bronwyn,1,3n1k98,65,1594661926,2,0,0,100,True
167039.893828534,t116wamzv3d8,Bronwyn,2,3n1k98,28,3615844331,1,0,0,228,True
167040.608816449,t116wamzv3d8,Bronwyn,2,3n1k98,30,3949290844,1,0,0,228,True
167042.033460503,t116wamzv3d8,Bronwyn,2,3n1k98,28,114766750,2,0,0,100,True
167043.169417212,t116wamzv3d8,Bronwyn,2,3n1k98,40,2773339946,2,0,0,100,True
167056.21466209,t116wamzv3d8,Bronwyn,4,3n1k98,10,3960455872,1,0,0,228,True
167057.173224884,t116wamzv3d8,Bronwyn,4,3n1k98,51,2283882326,1,0,0,228,True
167066.303775338,t116wamzv3d8,Bronwyn,5,3n1k98,25,353439731,2,0,0,100,True
167068.601538281,t116wamzv3d8,Bronwyn,5,3n1k98,47,905696817,1,0,0,228,True
167069.2782943,t116wamzv3d8,Bronwyn,5,3n1k98,15,370509566,1,0,0,228,True
167070.015632173,t116wamzv3d8,Bronwyn,5,3n1k98,63,1548097509,1,0,0,228,True
167070.998185898,t116wamzv3d8,Bronwyn,5,3n1k98,32,906483594,1,0,0,228,True
167071.360076708,t116wamzv3d8,Bronwyn,5,3n1k98,58,1657417218,2,0,0,100,True
167071.730600232,t116wamzv3d8,Bronwyn,5,3n1k98,47,4204654496,2,0,0,100,True
167072.424832642,t116wamzv3d8,Bronwyn,5,3n1k98,56,1595758325,1,0,0,228,True
167072.788138342,t116wamzv3d8,Bronwyn,5,3n1k98,4,3414460544,2,0,0,100,True
167073.793350329,t116wamzv3d8,Bronwyn,5,3n1k98,5,2392997559,1,0,0,228,True
167074.16284164,t116wamzv3d8,Bronwyn,5,3n1k98,32,3212983770,2,0,0,100,True
167148.453246872,t116wamzv3d8,Bronwyn,13,3n1k98,55,1042845577,2,0,0,100,True
167148.830858633,t116wamzv3d8,Bronwyn,13,3n1k98,55,1676984413,2,0,0,100,True
