t,user,current_round
167015.615912443,Barry,0
167025.643368256,Barry,1
167035.678640687,Barry,2
167045.687261717,Barry,3
167055.710770806,Barry,4
167065.722163952,Barry,5
167075.73405304,Barry,6
167085.734695793,Barry,7
167095.739469703,Barry,8
167105.744671588,Barry,9
167115.756095641,Barry,10
167125.805634571,Barry,11
167135.814187815,Barry,12
167145.815960806,Barry,13
167155.825987036,Barry,14
167165.829764353,Barry,15
167175.833343855,Barry,16
167185.84310453,Barry,17
167195.851117689,Barry,18
167205.854067236,Barry,19
