t,user,current_round
167015.504299562,Bronwyn,0
167025.50721765,Bronwyn,1
167035.512572846,Bronwyn,2
167045.518753464,Bronwyn,3
167055.520607313,Bronwyn,4
167065.528732617,Bronwyn,5
167075.533295644,Bronwyn,6
167085.535100421,Bronwyn,7
167095.536634722,Bronwyn,8
167105.542036824,Bronwyn,9
167115.544976683,Bronwyn,10
167125.562739417,Bronwyn,11
167135.565784694,Bronwyn,12
167145.570496203,Bronwyn,13
167155.576404946,Bronwyn,14
167165.578740901,Bronwyn,15
167175.580276189,Bronwyn,16
167185.583813334,Bronwyn,17
167195.591294634,Bronwyn,18
167205.597417998,Bronwyn,19
