t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167021.528729013,72goapsnmkhu,Angelita,0,3n1k98,49,4019565597,1,0,0,228,True
167022.270271559,72goapsnmkhu,Angelita,0,3n1k98,49,3141117646,2,0,0,100,True
167025.790393496,72goapsnmkhu,Angelita,1,3n1k98,2,1227094172,1,0,0,228,True
167039.417718443,72goapsnmkhu,Angelita,2,3n1k98,34,396849683,2,0,0,100,True
167040.604052275,72goapsnmkhu,Angelita,2,3n1k98,37,261695503,1,0,0,228,True
167040.970751108,72goapsnmkhu,Angelita,2,3n1k98,38,2925061010,2,0,0,100,True
167045.133061609,72goapsnmkhu,Angelita,2,3n1k98,41,1565476145,1,0,0,228,True
167118.711755794,72goapsnmkhu,Angelita,10,3n1k98,21,1869603098,1,0,0,228,False
167123.562811798,72goapsnmkhu,Angelita,10,3n1k98,62,2058674697,1,0,0,228,False
167146.979911468,72goapsnmkhu,Angelita,13,3n1k98,55,3742072492,1,0,0,228,True
