t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167025.396951195,kdrach3box3o,Demetra,0,d1wh07,22,365019987,2,0,0,100,True
167026.083431379,kdrach3box3o,Demetra,1,d1wh07,56,695604470,1,0,0,228,True
167026.820481414,kdrach3box3o,Demetra,1,d1wh07,56,3068187934,2,0,0,100,True
167027.245128536,kdrach3box3o,Demetra,1,d1wh07,28,351546777,2,0,0,100,True
167030.690533817,kdrach3box3o,Demetra,1,d1wh07,48,987091914,1,0,0,228,True
167031.05059729,kdrach3box3o,Demetra,1,d1wh07,54,2678450897,2,0,0,100,True
167035.632657961,kdrach3box3o,Demetra,1,d1wh07,34,567441852,1,0,0,228,True
167036.41354079,kdrach3box3o,Demetra,2,d1wh07,34,2852832764,2,0,0,100,True
167037.579441293,kdrach3box3o,Demetra,2,d1wh07,42,1170836833,1,0,0,228,True
167038.274454209,kdrach3box3o,Demetra,2,d1wh07,67,3326423390,1,0,0,228,True
167039.329484127,kdrach3box3o,Demetra,2,d1wh07,8,2451158746,2,0,0,100,True
167040.33844344,kdrach3box3o,Demetra,2,d1wh07,73,1756494374,1,0,0,228,True
167041.706473183,kdrach3box3o,Demetra,2,d1wh07,61,795334340,1,0,0,228,True
167043.822456267,kdrach3box3o,Demetra,2,d1wh07,6,881057015,1,0,0,228,True
167044.820558319,kdrach3box3o,Demetra,2,d1wh07,74,562104361,1,0,0,228,True
167045.182771558,kdrach3box3o,Demetra,2,d1wh07,6,2184651157,2,0,0,100,True
167058.546360762,kdrach3box3o,Demetra,4,d1wh07,21,1495214819,2,0,0,100,True
167061.994161952,kdrach3box3o,Demetra,4,d1wh07,58,1792868587,2,0,0,100,True
167066.169342313,kdrach3box3o,Demetra,5,d1wh07,63,3548037180,1,0,0,228,True
167076.795713899,kdrach3box3o,Demetra,6,d1wh07,71,3247641637,2,0,0,100,True
167077.875460226,kdrach3box3o,Demetra,6,d1wh07,59,3513402836,2,0,0,100,True
167078.55727251,kdrach3box3o,Demetra,6,d1wh07,66,69198618,1,0,0,228,True
167088.471510433,kdrach3box3o,Demetra,7,d1wh07,53,3581263206,1,0,0,228,True
167088.832543619,kdrach3box3o,Demetra,7,d1wh07,40,420295106,2,0,0,100,True
167091.268302727,kdrach3box3o,Demetra,7,d1wh07,68,880633098,2,0,0,100,True
167093.323977026,kdrach3box3o,Demetra,7,d1wh07,2,914528092,1,0,0,228,True
167094.067635508,kdrach3box3o,Demetra,7,d1wh07,2,899763828,2,0,0,100,True
167095.447625125,kdrach3box3o,Demetra,7,d1wh07,31,3107842320,2,0,0,100,True
167096.129285491,kdrach3box3o,Demetra,8,d1wh07,43,485900799,2,0,0,100,True
167097.538812492,kdrach3box3o,Demetra,8,d1wh07,32,1514776945,1,0,0,228,True
167097.903235501,kdrach3box3o,Demetra,8,d1wh07,18,1575556463,2,0,0,100,True
167098.588235802,kdrach3box3o,Demetra,8,d1wh07,64,3234889792,1,0,0,228,True
167102.348121805,kdrach3box3o,Demetra,8,d1wh07,76,1190461424,1,0,0,228,True
167104.396046463,kdrach3box3o,Demetra,8,d1wh07,27,3131095744,1,0,0,228,True
167105.130683236,kdrach3box3o,Demetra,8,d1wh07,27,629038909,2,0,0,100,True
167111.347984438,kdrach3box3o,Demetra,9,d1wh07,13,1553667377,1,0,0,228,True
167112.076466886,kdrach3box3o,Demetra,9,d1wh07,13,2487337314,2,0,0,100,True
