t,user,current_round
167015.608216946,Toshiko,0
167025.636155355,Toshiko,1
167035.671163189,Toshiko,2
167045.681023413,Toshiko,3
167055.698260232,Toshiko,4
167065.71396665,Toshiko,5
167075.721529056,Toshiko,6
167085.721580021,Toshiko,7
167095.726697776,Toshiko,8
167105.729035896,Toshiko,9
167115.741078364,Toshiko,10
167125.800340961,Toshiko,11
167135.802063187,Toshiko,12
167145.803557595,Toshiko,13
167155.810467492,Toshiko,14
167165.815574302,Toshiko,15
167175.821615769,Toshiko,16
167185.827987209,Toshiko,17
167195.833810806,Toshiko,18
167205.838619636,Toshiko,19
