t,addr,owner,current_round,file_id,chunk_id,mess_id,type,sent,received,forwarded,success
167017.998313096,rxp95lpzkixr,Demetra,0,3n1k98,68,3576202853,1,0,0,228,True
167019.398953976,rxp95lpzkixr,Demetra,0,3n1k98,50,288572892,1,0,0,228,True
167020.082201959,rxp95lpzkixr,Demetra,0,d1wh07,57,3482480954,1,0,0,228,True
167020.823174599,rxp95lpzkixr,Demetra,0,3n1k98,54,696299026,1,0,0,228,True
167021.182715327,rxp95lpzkixr,Demetra,0,d1wh07,57,4223378368,2,0,0,100,True
167022.165711056,rxp95lpzkixr,Demetra,0,d1wh07,77,2968162573,1,0,0,228,True
167022.847313974,rxp95lpzkixr,Demetra,0,3n1k98,72,935237385,1,0,0,228,True
167025.113584556,rxp95lpzkixr,Demetra,0,3n1k98,11,4081347771,2,0,0,100,True
167026.493552062,rxp95lpzkixr,Demetra,1,d1wh07,28,251436423,1,0,0,228,True
167029.332231294,rxp95lpzkixr,Demetra,1,d1wh07,39,859105308,2,0,0,100,True
167030.012646512,rxp95lpzkixr,Demetra,1,d1wh07,54,3565218588,1,0,0,228,True
167057.16204878,rxp95lpzkixr,Demetra,4,3n1k98,66,1195466768,2,0,0,100,True
167057.838564497,rxp95lpzkixr,Demetra,4,3n1k98,0,598923322,1,0,0,228,True
167059.2120579,rxp95lpzkixr,Demetra,4,3n1k98,18,2176239497,1,0,0,228,True
167059.911656424,rxp95lpzkixr,Demetra,4,3n1k98,59,4140655459,1,0,0,228,True
167061.33983761,rxp95lpzkixr,Demetra,4,3n1k98,51,1111576265,2,0,0,100,True
167062.060867693,rxp95lpzkixr,Demetra,4,3n1k98,8,3344466053,2,0,0,100,True
167064.744462042,rxp95lpzkixr,Demetra,4,d1wh07,51,4116871976,1,0,0,228,True
167065.432417913,rxp95lpzkixr,Demetra,4,3n1k98,9,3356534186,1,0,0,228,True
167065.816021151,rxp95lpzkixr,Demetra,4,3n1k98,18,1844479263,2,0,0,100,True
167067.514094693,rxp95lpzkixr,Demetra,5,d1wh07,47,2921054830,1,0,0,228,True
167067.87519156,rxp95lpzkixr,Demetra,5,d1wh07,50,408460131,2,0,0,100,True
167068.372294641,rxp95lpzkixr,Demetra,5,3n1k98,33,943434594,2,0,0,100,True
167069.618077175,rxp95lpzkixr,Demetra,5,d1wh07,36,810660780,1,0,0,228,True
167070.300662023,rxp95lpzkixr,Demetra,5,3n1k98,32,906483594,1,0,0,228,True
167070.661523242,rxp95lpzkixr,Demetra,5,3n1k98,10,114477237,2,0,0,100,True
167071.343829532,rxp95lpzkixr,Demetra,5,3n1k98,26,1194034944,1,0,0,228,True
167071.71480732,rxp95lpzkixr,Demetra,5,3n1k98,46,2711046539,2,0,0,100,True
167072.413271226,rxp95lpzkixr,Demetra,5,d1wh07,69,3564260266,1,0,0,228,True
167073.102963215,rxp95lpzkixr,Demetra,5,3n1k98,5,2392997559,1,0,0,228,True
167073.468410359,rxp95lpzkixr,Demetra,5,d1wh07,19,973821,2,0,0,100,True
167074.144722859,rxp95lpzkixr,Demetra,5,3n1k98,60,1941836793,1,0,0,228,True
167074.832774292,rxp95lpzkixr,Demetra,5,d1wh07,12,1203199908,1,0,0,228,True
167075.513316851,rxp95lpzkixr,Demetra,5,3n1k98,67,3373825795,1,0,0,228,True
167075.956731157,rxp95lpzkixr,Demetra,6,d1wh07,9,213165929,2,0,0,100,True
167096.234188531,rxp95lpzkixr,Demetra,8,d1wh07,35,2865438216,2,0,0,100,True
167099.543697779,rxp95lpzkixr,Demetra,8,d1wh07,17,891196446,1,0,0,228,True
167100.291006394,rxp95lpzkixr,Demetra,8,d1wh07,17,3484576491,2,0,0,100,True
167117.918054857,rxp95lpzkixr,Demetra,10,3n1k98,21,1869603098,1,0,0,228,True
167119.310440961,rxp95lpzkixr,Demetra,10,3n1k98,16,3456101644,1,0,0,228,True
167120.002818477,rxp95lpzkixr,Demetra,10,3n1k98,19,2845912222,1,0,0,228,True
167121.38646154,rxp95lpzkixr,Demetra,10,3n1k98,22,3119339790,1,0,0,228,True
167124.156673965,rxp95lpzkixr,Demetra,10,3n1k98,76,2368915459,1,0,0,228,True
167126.240492311,rxp95lpzkixr,Demetra,11,3n1k98,7,3687281410,1,0,0,228,True
167137.936099938,rxp95lpzkixr,Demetra,12,3n1k98,22,2532333866,1,0,0,228,True
167138.628632089,rxp95lpzkixr,Demetra,12,3n1k98,21,4168724189,1,0,0,228,True
167144.898227216,rxp95lpzkixr,Demetra,12,3n1k98,55,2523180945,1,0,0,228,True
167145.664414857,rxp95lpzkixr,Demetra,12,3n1k98,21,898615491,2,0,0,100,True
167146.343550668,rxp95lpzkixr,Demetra,13,3n1k98,55,1827046714,1,0,0,228,True
167149.16192788,rxp95lpzkixr,Demetra,13,3n1k98,55,1784533333,2,0,0,100,True
