t,user,current_round
167015.655146912,Delaine,0
167025.684453426,Delaine,1
167035.732050708,Delaine,2
167045.745164084,Delaine,3
167055.769023712,Delaine,4
167065.774050644,Delaine,5
167075.796631971,Delaine,6
167085.799435963,Delaine,7
167095.808606365,Delaine,8
167105.838964432,Delaine,9
167115.841831645,Delaine,10
167125.85615037,Delaine,11
167135.868942953,Delaine,12
167145.873844634,Delaine,13
167155.888061895,Delaine,14
167165.896150455,Delaine,15
167175.896925461,Delaine,16
167185.90230575,Delaine,17
167195.910522463,Delaine,18
167205.917843707,Delaine,19
