t,user,current_round
167015.688664654,Shane,0
167025.730313143,Shane,1
167035.772723075,Shane,2
167045.79785191,Shane,3
167055.838394238,Shane,4
167065.851805519,Shane,5
167075.868673608,Shane,6
167085.873841981,Shane,7
167095.885470922,Shane,8
167105.900738105,Shane,9
167115.913921761,Shane,10
167125.918894857,Shane,11
167135.941677286,Shane,12
167145.945706542,Shane,13
167155.956804036,Shane,14
167165.966830336,Shane,15
167175.973055308,Shane,16
167185.974551684,Shane,17
167195.980738135,Shane,18
167205.992340011,Shane,19
