t,user,current_round
187891.561645017,Lila,0
187901.651565884,Lila,1
187911.906101003,Lila,2
187921.995859596,Lila,3
187932.066393919,Lila,4
187942.093394023,Lila,5
187952.13754656,Lila,6
187962.253438671,Lila,7
187972.338332713,Lila,8
187982.34977935,Lila,9
187992.372899936,Lila,10
188002.527494321,Lila,11
188012.566624233,Lila,12
188022.670214525,Lila,13
188032.675897801,Lila,14
188042.698206604,Lila,15
188052.699774177,Lila,16
188062.70364079,Lila,17
188072.734357407,Lila,18
188082.782906687,Lila,19
188092.792841821,Lila,20
188102.804900471,Lila,21
188112.80667222,Lila,22
188122.818513147,Lila,23
188132.822034703,Lila,24
188142.831702491,Lila,25
188152.84119373,Lila,26
188162.849336472,Lila,27
188172.859745347,Lila,28
188182.885816667,Lila,29
188192.889681848,Lila,30
188202.894713931,Lila,31
188212.903523958,Lila,32
188222.93153715,Lila,33
188232.942076913,Lila,34
188242.951597505,Lila,35
188252.971061575,Lila,36
188262.993036251,Lila,37
188272.9967696,Lila,38
188283.003646985,Lila,39
188293.014425081,Lila,40
188303.024416146,Lila,41
188313.032426098,Lila,42
188323.045600178,Lila,43
188333.064074319,Lila,44
188343.075468442,Lila,45
188353.093154157,Lila,46
188363.09501228,Lila,47
188373.111615028,Lila,48
188383.116581921,Lila,49
188393.13025033,Lila,50
188403.145305974,Lila,51
188413.147167217,Lila,52
188423.157589178,Lila,53
188433.177343683,Lila,54
188443.189317831,Lila,55
188453.205991295,Lila,56
188463.219903158,Lila,57
188473.223174343,Lila,58
188483.243402561,Lila,59
