t,user,current_round
187891.083666853,Lavette,0
187901.220455854,Lavette,1
187911.384375869,Lavette,2
187921.434049404,Lavette,3
187931.44895541,Lavette,4
187941.508339365,Lavette,5
187951.536352588,Lavette,6
187961.559410194,Lavette,7
187971.587326296,Lavette,8
187981.642910521,Lavette,9
187991.658089768,Lavette,10
188001.68820345,Lavette,11
188011.707511915,Lavette,12
188021.76995248,Lavette,13
188031.819512148,Lavette,14
188041.851438695,Lavette,15
188051.858524626,Lavette,16
188061.866226808,Lavette,17
188071.873251897,Lavette,18
188081.875835974,Lavette,19
188091.884575999,Lavette,20
188101.905377107,Lavette,21
188111.922279281,Lavette,22
188121.922379985,Lavette,23
188131.946643568,Lavette,24
188141.961675289,Lavette,25
188151.965204755,Lavette,26
188161.980719645,Lavette,27
188171.990406562,Lavette,28
188182.000196472,Lavette,29
188192.016387397,Lavette,30
188202.02671887,Lavette,31
188212.038742275,Lavette,32
188222.043883196,Lavette,33
188232.053543411,Lavette,34
188242.075044519,Lavette,35
188252.077766903,Lavette,36
188262.088423513,Lavette,37
188272.095944776,Lavette,38
188282.107405262,Lavette,39
188292.109301111,Lavette,40
188302.121387746,Lavette,41
188312.132246625,Lavette,42
188322.142860702,Lavette,43
188332.146225628,Lavette,44
188342.157511316,Lavette,45
188352.158898044,Lavette,46
188362.165285298,Lavette,47
188372.175570148,Lavette,48
188382.183014443,Lavette,49
188392.193664853,Lavette,50
188402.202761516,Lavette,51
188412.21158769,Lavette,52
188422.218520642,Lavette,53
188432.218641979,Lavette,54
188442.228037873,Lavette,55
188452.243861246,Lavette,56
188462.256344796,Lavette,57
188472.268862439,Lavette,58
188482.277511256,Lavette,59
