t,user,current_round
187891.447173183,Mi,0
187901.537314651,Mi,1
187911.717333266,Mi,2
187921.828093151,Mi,3
187931.840078336,Mi,4
187941.892053437,Mi,5
187951.952031622,Mi,6
187962.057631775,Mi,7
187972.087821779,Mi,8
187982.150036087,Mi,9
187992.196112893,Mi,10
188002.310154196,Mi,11
188012.349374793,Mi,12
188022.353712629,Mi,13
188032.355037803,Mi,14
188042.370872356,Mi,15
188052.37973312,Mi,16
188062.404320326,Mi,17
188072.453409502,Mi,18
188082.465015739,Mi,19
188092.500971386,Mi,20
188102.519267805,Mi,21
188112.533344164,Mi,22
188122.545411894,Mi,23
188132.553435053,Mi,24
188142.562996511,Mi,25
188152.564755892,Mi,26
188162.601964895,Mi,27
188172.613541571,Mi,28
188182.625711961,Mi,29
188192.626408446,Mi,30
188202.651172545,Mi,31
188212.6622707,Mi,32
188222.670634119,Mi,33
188232.685409269,Mi,34
188242.697130792,Mi,35
188252.727623658,Mi,36
188262.738224129,Mi,37
188272.743084825,Mi,38
188282.755110187,Mi,39
188292.768832248,Mi,40
188302.774163158,Mi,41
188312.787846939,Mi,42
188322.800242466,Mi,43
188332.821573039,Mi,44
188342.832213279,Mi,45
188352.84145141,Mi,46
188362.853177836,Mi,47
188372.86534887,Mi,48
188382.889158911,Mi,49
188392.890951654,Mi,50
188402.904356868,Mi,51
188412.907985549,Mi,52
188422.912353537,Mi,53
188432.919605249,Mi,54
188442.920322825,Mi,55
188452.925365541,Mi,56
188462.958574231,Mi,57
188472.9692682,Mi,58
188482.978517564,Mi,59
