t,experiment_id,user,current_round
260204.591319203,26,Beatriz,0
260214.863576009,26,Beatriz,1
260226.128420277,26,Beatriz,2
260236.490650026,26,Beatriz,3
260246.928245249,26,Beatriz,4
260261.152827937,26,Beatriz,5
260272.380388195,26,Beatriz,6
260290.571058733,26,Beatriz,7
260304.249242574,26,Beatriz,8
260316.422775481,26,Beatriz,9
260327.205708096,26,Beatriz,10
260338.236451611,26,Beatriz,11
260350.350449112,26,Beatriz,12
260361.150700764,26,Beatriz,13
260372.114662522,26,Beatriz,14
260383.396896989,26,Beatriz,15
260396.843348293,26,Beatriz,16
260407.220619957,26,Beatriz,17
260418.614823366,26,Beatriz,18
260431.177126028,26,Beatriz,19
260443.506123193,26,Beatriz,20
260453.696331767,26,Beatriz,21
260464.5185206,26,Beatriz,22
260474.882767321,26,Beatriz,23
