t,experiment_id,user,current_round
260204.79421945,26,Newton,0
260215.84202504,26,Newton,1
260226.393052673,26,Newton,2
260239.993585733,26,Newton,3
260253.360211568,26,Newton,4
260271.726356395,26,Newton,5
260289.663958141,26,Newton,6
260303.855302884,26,Newton,7
260315.991066522,26,Newton,8
260326.76858371,26,Newton,9
260337.784033793,26,Newton,10
260349.932316032,26,Newton,11
260360.727836793,26,Newton,12
260371.739016036,26,Newton,13
260382.966723,26,Newton,14
260393.225582694,26,Newton,15
260405.054162182,26,Newton,16
260416.679664254,26,Newton,17
260427.189925388,26,Newton,18
260438.570470411,26,Newton,19
260449.119296519,26,Newton,20
260459.569618218,26,Newton,21
260469.795578002,26,Newton,22
260481.132967315,26,Newton,23
