t,experiment_id,user,current_round
260204.89083005,26,Maurita,0
260215.946580288,26,Maurita,1
260228.093926218,26,Maurita,2
260240.08871926,26,Maurita,3
260253.463072706,26,Maurita,4
260271.878247911,26,Maurita,5
260289.811319137,26,Maurita,6
260303.973803972,26,Maurita,7
260316.105572169,26,Maurita,8
260326.891148891,26,Maurita,9
260337.901374443,26,Maurita,10
260350.055154001,26,Maurita,11
260360.83247801,26,Maurita,12
260371.842504196,26,Maurita,13
260383.08510701,26,Maurita,14
260396.530787473,26,Maurita,15
260406.886198277,26,Maurita,16
260418.32344037,26,Maurita,17
260430.866189203,26,Maurita,18
260441.00021696,26,Maurita,19
260451.012412073,26,Maurita,20
260461.76116234,26,Maurita,21
260471.824039225,26,Maurita,22
260482.163886904,26,Maurita,23
