t,experiment_id,user,current_round
260204.625520213,26,Mi,0
260214.8966644,26,Mi,1
260226.166500693,26,Mi,2
260236.530018322,26,Mi,3
260246.959908035,26,Mi,4
260261.204520264,26,Mi,5
260272.434011048,26,Mi,6
260290.645033991,26,Mi,7
260304.281745987,26,Mi,8
260316.443731595,26,Mi,9
260327.261660289,26,Mi,10
260338.271982563,26,Mi,11
260350.38694525,26,Mi,12
260361.201590196,26,Mi,13
260372.146875755,26,Mi,14
260383.421577425,26,Mi,15
260396.876075416,26,Mi,16
260407.270010636,26,Mi,17
260418.657234716,26,Mi,18
260431.214803273,26,Mi,19
260443.544793428,26,Mi,20
260454.556548783,26,Mi,21
260464.903673872,26,Mi,22
260475.412653202,26,Mi,23
