t,experiment_id,user,current_round
260204.386658416,26,Jayne,0
260214.648402226,26,Jayne,1
260225.867437614,26,Jayne,2
260236.215109647,26,Jayne,3
260246.695058643,26,Jayne,4
260260.802376274,26,Jayne,5
260271.985407136,26,Jayne,6
260290.006781007,26,Jayne,7
260304.044277876,26,Jayne,8
260316.186201361,26,Jayne,9
260326.973624435,26,Jayne,10
260337.990551917,26,Jayne,11
260350.133713644,26,Jayne,12
260360.922856147,26,Jayne,13
260371.909751418,26,Jayne,14
260383.166739061,26,Jayne,15
260396.608150889,26,Jayne,16
260406.985776849,26,Jayne,17
260418.392307927,26,Jayne,18
260430.957903742,26,Jayne,19
260441.074052615,26,Jayne,20
260451.210860204,26,Jayne,21
260461.826093192,26,Jayne,22
260472.018314345,26,Jayne,23
