t,experiment_id,user,current_round
260204.504918016,26,Bobbi,0
260214.769367181,26,Bobbi,1
260226.015270046,26,Bobbi,2
260236.385990843,26,Bobbi,3
260246.831477879,26,Bobbi,4
260261.01190519,26,Bobbi,5
260272.268071551,26,Bobbi,6
260290.26457467,26,Bobbi,7
260304.170738025,26,Bobbi,8
260316.325995033,26,Bobbi,9
260327.10769719,26,Bobbi,10
260338.138740911,26,Bobbi,11
260350.258667006,26,Bobbi,12
260361.046133854,26,Bobbi,13
260372.029256912,26,Bobbi,14
260383.308994746,26,Bobbi,15
260396.749761137,26,Bobbi,16
260407.11208452,26,Bobbi,17
260418.526068503,26,Bobbi,18
260431.093502139,26,Bobbi,19
260443.410949854,26,Bobbi,20
260453.613123308,26,Bobbi,21
260464.421599782,26,Bobbi,22
260474.793014896,26,Bobbi,23
