t,experiment_id,user,current_round
260204.36712986,26,Lizzette,0
260214.639549892,26,Lizzette,1
260225.848179137,26,Lizzette,2
260236.196872915,26,Lizzette,3
260246.675944379,26,Lizzette,4
260260.739475164,26,Lizzette,5
260271.972741656,26,Lizzette,6
260289.979593965,26,Lizzette,7
260304.027392253,26,Lizzette,8
260316.157211659,26,Lizzette,9
260326.950894468,26,Lizzette,10
260337.962607418,26,Lizzette,11
260350.104929645,26,Lizzette,12
260360.89769368,26,Lizzette,13
260371.900726257,26,Lizzette,14
260383.148976559,26,Lizzette,15
260396.5867039,26,Lizzette,16
260406.96454903,26,Lizzette,17
260418.378162171,26,Lizzette,18
260430.936429027,26,Lizzette,19
260441.05551387,26,Lizzette,20
260451.186152446,26,Lizzette,21
260461.812473996,26,Lizzette,22
260471.884835818,26,Lizzette,23
