t,experiment_id,user,current_round
260204.731739772,26,Kandi,0
260215.788118937,26,Kandi,1
260226.32921653,26,Kandi,2
260239.939529093,26,Kandi,3
260253.298039176,26,Kandi,4
260271.551467735,26,Kandi,5
260289.592097683,26,Kandi,6
260303.802550056,26,Kandi,7
260315.929547113,26,Kandi,8
260326.712212657,26,Kandi,9
260337.727639295,26,Kandi,10
260349.867730286,26,Kandi,11
260360.681737315,26,Kandi,12
260371.691306116,26,Kandi,13
260382.910564136,26,Kandi,14
260393.1840903,26,Kandi,15
260404.983059735,26,Kandi,16
260416.597017128,26,Kandi,17
260427.149119134,26,Kandi,18
260438.518332591,26,Kandi,19
260449.063432875,26,Kandi,20
260459.494803764,26,Kandi,21
260469.728294558,26,Kandi,22
260481.061392066,26,Kandi,23
