t,experiment_id,user,current_round
260204.689831167,26,Morty,0
260215.742245918,26,Morty,1
260226.272498908,26,Morty,2
260239.88337591,26,Morty,3
260253.255529653,26,Morty,4
260271.425611135,26,Morty,5
260289.523016127,26,Morty,6
260303.756646535,26,Morty,7
260315.879131678,26,Morty,8
260326.663478719,26,Morty,9
260337.686379636,26,Morty,10
260349.821442167,26,Morty,11
260360.628657673,26,Morty,12
260371.637561493,26,Morty,13
260382.853956892,26,Morty,14
260393.118904216,26,Morty,15
260404.943387664,26,Morty,16
260416.546413585,26,Morty,17
260427.082146436,26,Morty,18
260438.467547363,26,Morty,19
260449.00961567,26,Morty,20
260459.453278896,26,Morty,21
260469.672527831,26,Morty,22
260481.017320891,26,Morty,23
