t,experiment_id,user,current_round
260204.512990394,26,Mazie,0
260214.785328597,26,Mazie,1
260226.032964958,26,Mazie,2
260236.39912778,26,Mazie,3
260246.850117826,26,Mazie,4
260261.062269296,26,Mazie,5
260272.289336878,26,Mazie,6
260290.311969534,26,Mazie,7
260304.175472438,26,Mazie,8
260316.346111528,26,Mazie,9
260327.121358342,26,Mazie,10
260338.154767921,26,Mazie,11
260350.272444972,26,Mazie,12
260361.069828119,26,Mazie,13
260372.041933041,26,Mazie,14
260383.322321963,26,Mazie,15
260396.762198752,26,Mazie,16
260407.120693743,26,Mazie,17
260418.543430057,26,Mazie,18
260431.11481771,26,Mazie,19
260443.419656415,26,Mazie,20
260453.625648144,26,Mazie,21
260464.43470883,26,Mazie,22
260474.805991948,26,Mazie,23
